time_ps,T_bath_K,T_bath_K_std,T_kinetic_K,T_kinetic_K_std,T_v_fictive_K,T_v_fictive_K_std,T_s_fictive_K,T_s_fictive_K_std
60.300000,28.2672,2.2850,445.0882,294.9922,789.0947,794.2053,29.3044,1.6543
60.400000,28.3667,2.2052,428.2057,317.0378,820.5168,533.3881,29.3158,1.5421
60.500000,28.4179,2.1745,385.4938,267.4093,555.2122,273.5392,28.9017,2.1656
60.600000,28.5006,2.0715,275.2575,223.3979,427.8151,307.4459,29.2838,1.6499
60.700000,28.6803,1.9694,269.0699,173.6978,1174.9584,978.1183,30.3901,2.2672
60.800000,28.8430,1.8937,155.4848,103.8773,2193.0901,1512.1264,30.3989,1.6781
60.900000,28.9695,1.8548,129.1968,95.3178,1893.6636,1733.6883,30.1613,2.7159
61.000000,28.9964,1.8375,192.6803,116.2594,1033.0764,758.4072,29.2611,2.1169
61.100000,29.3089,1.6509,460.4209,521.5137,1432.5993,1123.3660,32.2826,1.1167
61.200000,29.4457,1.5348,258.1160,177.4996,450.3864,221.7393,30.7560,0.6078
61.300000,29.5330,1.4247,377.7252,414.9430,1333.3944,1309.4582,30.3554,0.3785
61.400000,29.6677,1.3585,267.7358,167.2277,503.1519,269.2973,30.9552,0.8173
61.500000,29.7778,1.3045,406.6529,411.9889,826.8992,976.8286,30.8260,1.0097
61.600000,29.8124,1.2438,319.2631,356.2621,1201.7050,962.3756,30.1362,0.7679
61.700000,29.8707,1.1872,250.6054,154.8482,471.2503,272.4350,30.4217,0.7013
61.800000,29.9398,1.1664,470.6878,601.5570,1168.6281,1029.6897,30.5981,0.9838
61.900000,29.9107,1.1121,135.3995,115.7471,645.2620,411.4143,29.6298,0.6542
62.000000,29.8970,1.0955,513.8007,602.1125,688.0976,785.8147,29.7662,1.0406
62.100000,29.8782,1.0954,121.3057,72.3968,761.9832,419.1595,29.6983,1.0955
62.200000,29.8378,1.1052,353.8317,283.0661,416.9853,215.8869,29.4553,1.2170
62.300000,29.7668,1.1384,228.9407,267.3643,983.3979,803.9213,29.0897,1.5353
62.400000,29.7433,1.1560,289.1013,206.4713,314.4718,175.0687,29.5166,1.3630
62.500000,29.7258,1.1842,395.2157,463.8087,567.9534,617.4314,29.5616,1.4523
62.600000,29.6678,1.1994,98.5900,61.5369,627.9358,348.8205,29.1157,1.4659
62.700000,29.6155,1.2136,372.0267,399.6972,513.6241,338.2894,29.1164,1.4385
62.800000,29.5911,1.2267,96.1345,78.4073,790.3434,606.9442,29.3631,1.3519
62.900000,29.5299,1.2588,315.4774,273.5307,302.6826,122.3205,28.9466,1.6349
63.000000,29.4293,1.2819,125.1107,124.3030,651.4342,589.5357,28.4706,1.5671
63.100000,29.3917,1.3094,134.9483,76.1838,526.1411,278.8747,29.0410,1.5656
63.200000,29.3260,1.3579,252.1455,256.9857,447.8875,260.5229,28.6997,1.8214
63.300000,29.2263,1.3934,98.3221,52.9327,555.1451,328.0084,28.2744,1.7737
63.400000,29.1723,1.4319,289.6260,270.5115,275.7243,98.0415,28.6665,1.8036
63.500000,29.1597,1.4719,62.9836,34.4404,530.1512,453.6799,29.0378,1.8533
63.600000,29.0772,1.4923,242.9740,215.9540,389.9890,229.6168,28.2906,1.7503
63.700000,29.0267,1.5187,143.9963,120.8210,393.1420,213.1920,28.5513,1.8114
63.800000,28.9921,1.5365,137.6989,109.8956,465.8933,248.3058,28.6610,1.7075
63.900000,28.9235,1.5608,165.4210,139.3940,271.1209,116.8089,28.2705,1.7952
64.000000,28.8388,1.6032,59.2590,26.6759,452.4630,353.1264,28.0378,2.0271
64.100000,28.7944,1.6495,198.2846,176.9517,356.9776,197.1573,28.3679,2.0935
64.200000,28.7542,1.6881,57.9735,21.8908,384.1982,279.8550,28.3702,2.0565
64.300000,28.6869,1.7497,156.3289,146.5189,412.3477,197.6543,28.0511,2.3680
64.400000,28.6386,1.7897,93.4181,52.8931,252.4037,100.8243,28.1762,2.1810
64.500000,28.6389,1.8295,123.8826,112.8760,440.6392,217.6018,28.6388,2.2093
64.600000,28.5877,1.8604,135.2510,105.9799,333.8259,164.1527,28.1037,2.1879
64.700000,28.5368,1.8844,69.5522,39.3313,340.6575,210.9162,28.0501,2.1457
64.800000,28.5172,1.9241,135.3953,117.9078,299.3444,90.9881,28.3294,2.3049
64.900000,28.4701,1.9632,59.7522,21.5575,234.8829,79.8518,28.0266,2.3330
65.000000,28.4034,2.0109,123.3085,116.4496,390.2301,183.0784,27.7662,2.4864
65.100000,28.3670,2.0533,58.0984,18.4177,256.0072,83.8133,28.0179,2.4588
65.200000,28.3408,2.0951,87.7463,66.3811,300.3820,160.7894,28.0963,2.4920
65.300000,28.2939,2.1373,86.5119,57.6759,278.8073,83.1639,27.8472,2.5538
65.400000,28.2603,2.1633,75.2802,44.4827,277.8891,118.6838,27.9378,2.4230
65.500000,28.2648,2.1829,102.8760,92.8022,338.3207,143.2794,28.3102,2.3674
65.600000,28.2242,2.1903,47.1401,15.5621,253.5671,61.1968,27.8384,2.2660
65.700000,28.1734,2.2128,103.2541,95.9061,277.1471,139.5733,27.6900,2.4433
65.800000,28.1546,2.2256,53.5077,18.2667,253.2941,64.7666,27.9804,2.3453
65.900000,28.1246,2.2502,84.9506,62.0637,252.5302,91.4904,27.8376,2.4880
66.000000,28.0677,2.2847,50.8101,18.4905,303.3066,106.5116,27.5252,2.6168
66.100000,28.0487,2.3215,52.5537,15.7824,238.4520,55.1750,27.8733,2.6684
66.200000,28.0386,2.3491,78.7082,64.7438,245.3771,102.3494,27.9417,2.6155
66.300000,28.0046,2.3771,45.1159,11.1166,244.2975,53.2191,27.6790,2.6501
66.400000,27.9817,2.3967,82.5388,62.5210,230.9825,75.6030,27.7676,2.5876
66.500000,27.9771,2.3947,34.2412,5.2076,278.4724,83.3590,27.9329,2.3767
66.600000,27.9436,2.3981,78.6550,56.5529,197.6240,55.8663,27.6249,2.4309
66.700000,27.9037,2.4079,55.2687,33.5934,230.9245,82.2175,27.5260,2.5187
66.800000,27.8844,2.4145,52.3834,19.1759,230.7028,57.6774,27.6988,2.4787
66.900000,27.8629,2.4304,54.4659,30.0954,238.9743,68.2608,27.6579,2.5863
67.000000,27.8259,2.4639,31.9431,5.1321,265.6206,70.2811,27.4765,2.7840
67.100000,27.8019,2.4858,68.6449,46.9831,193.7093,48.4382,27.5723,2.6963
67.200000,27.8037,2.4949,33.2143,2.9914,232.6198,46.0428,27.8188,2.5817
67.300000,27.7806,2.5121,55.3247,27.6201,223.6758,49.3928,27.5616,2.6817
67.400000,27.7554,2.5266,39.4156,9.5835,223.9099,51.6897,27.5146,2.6834
67.500000,27.7483,2.5342,49.4081,22.3478,217.0496,33.6486,27.6801,2.6077
67.600000,27.7224,2.5366,54.9764,30.2174,187.3911,40.9064,27.4765,2.5589
67.700000,27.6875,2.5530,34.6716,4.4132,220.9118,42.9442,27.3546,2.7125
67.800000,27.6562,2.5534,49.8079,23.9134,217.9775,46.2270,27.3579,2.5596
67.900000,27.6337,2.5552,31.6520,1.1805,207.1290,41.2583,27.4214,2.5751
68.000000,27.6129,2.5956,48.1651,24.5338,215.4654,31.7475,27.4141,2.9809
68.100000,27.6121,2.6313,35.0121,4.8737,181.5188,40.3119,27.6013,2.9737
68.200000,27.6115,2.6235,38.5515,10.0396,204.1453,31.6623,27.6092,2.5506
68.300000,27.5952,2.6235,39.4418,10.7518,205.7861,43.3248,27.4396,2.6238
68.400000,27.5743,2.6373,36.3945,6.6930,194.7350,34.7505,27.3758,2.7750
68.500000,27.5728,2.6207,43.5859,20.0606,204.3357,27.7755,27.5607,2.4613
68.600000,27.5620,2.6275,32.1406,1.7058,174.1443,26.6061,27.4584,2.6955
68.700000,27.5271,2.6414,40.1929,15.9769,224.7922,40.1813,27.1951,2.7744
68.800000,27.5264,2.6649,31.8720,1.4500,199.1365,41.4333,27.5215,2.8863
68.900000,27.5206,2.6675,37.6668,11.9469,192.6201,20.4487,27.4657,2.6985
69.000000,27.5080,2.6887,32.8627,6.6720,189.0971,21.9045,27.3882,2.8909
69.100000,27.4965,2.7013,32.5063,2.9474,167.7823,22.1446,27.3897,2.8236
69.200000,27.4989,2.6835,35.1981,10.8178,206.2332,38.0888,27.5206,2.5146
69.300000,27.4815,2.6656,31.0115,0.6550,171.1117,23.3435,27.3173,2.4965
69.400000,27.4477,2.6514,37.4983,13.1270,190.6397,19.3643,27.1257,2.5245
69.500000,27.4483,2.6548,28.8719,0.9515,177.9899,21.3546,27.4531,2.6868
69.600000,27.4293,2.6418,35.7324,9.4769,183.0635,22.3770,27.2488,2.5222
69.700000,27.3960,2.6455,29.8622,4.9322,207.1651,39.0740,27.0788,2.6810
69.800000,27.3835,2.6532,32.0909,3.0169,174.4785,21.6056,27.2636,2.7267
69.900000,27.3925,2.6567,32.1986,8.5141,186.6033,19.8504,27.4772,2.6924
70.000000,27.3725,2.6573,57.2192,22.2368,180.4501,20.4822,27.1828,2.6649
70.100000,27.4152,2.6060,274.6427,169.1398,797.8363,619.3965,27.8207,2.1177
70.200000,27.4788,2.5934,299.1107,191.6600,1918.6833,1351.6379,28.0860,2.4758
70.300000,27.5802,2.4696,423.9824,277.3182,722.3421,512.7133,28.5441,1.3975
70.400000,27.6771,2.3879,402.8246,278.3746,356.5600,102.8216,28.5949,1.6655
70.500000,27.7564,2.3601,366.8292,242.2186,762.0467,469.3056,28.5149,2.1903
70.600000,27.8318,2.3179,387.6757,255.9923,368.6222,168.2045,28.5484,2.0563
70.700000,27.9674,2.2274,329.2912,215.6512,866.9696,737.4233,29.2595,1.5620
70.800000,28.0705,2.1733,290.9169,186.7045,1206.6295,1027.1110,29.0561,1.6939
70.900000,28.1471,2.1299,322.9605,215.2315,962.2606,590.4498,28.8763,1.9289
71.000000,28.1847,2.0743,189.3239,136.1786,509.2899,249.1952,28.5356,1.6195
71.100000,28.7789,1.6552,322.4860,320.9359,697.8420,616.9521,34.4300,2.9574
71.200000,29.1022,1.4136,214.1420,175.7041,416.2858,289.7826,32.1754,1.4201
71.300000,29.3720,1.2078,221.5197,209.7985,497.5297,243.7081,31.9311,1.8232
71.400000,29.5972,1.0719,287.5640,288.1592,618.9638,559.5191,31.7451,1.2082
71.500000,29.7946,0.9737,215.3258,189.8789,304.7314,148.6275,31.6727,1.5933
71.600000,29.9837,0.9039,300.1296,317.1439,518.1362,431.5423,31.7911,1.7132
71.700000,30.1129,0.8553,108.2343,57.0606,595.7113,401.7008,31.3345,0.9511
71.800000,30.2161,0.8362,335.8344,396.3093,467.6214,206.7690,31.1958,1.0222
71.900000,30.3483,0.8398,103.4746,50.8828,505.5707,432.4117,31.6101,1.3641
72.000000,30.3855,0.8312,267.1481,288.0829,274.4379,115.6880,30.7324,0.8719
72.100000,30.4255,0.8342,161.1779,134.3182,476.0304,391.7993,30.8044,0.8850
72.200000,30.4475,0.8235,209.2091,202.7999,414.1033,192.8822,30.6588,0.7520
72.300000,30.4580,0.8355,250.3028,279.2228,370.2544,137.9805,30.5575,0.9478
72.400000,30.4245,0.8168,103.7464,53.1919,440.8776,346.5612,30.1068,0.6611
72.500000,30.4297,0.8287,251.3511,281.8995,252.3768,96.8304,30.4777,0.9411
72.600000,30.4256,0.8148,94.1830,47.4376,412.5406,292.5242,30.3854,0.6978
72.700000,30.3876,0.8108,210.8958,222.3206,369.5991,155.3607,30.0256,0.8007
72.800000,30.3629,0.8144,96.4789,68.7774,388.4073,185.7346,30.1258,0.9693
72.900000,30.3427,0.8102,123.0691,86.4309,369.9397,280.7958,30.1516,0.7727
73.000000,30.3068,0.8153,169.2465,178.1683,232.8979,79.6945,29.9654,0.8880
73.100000,30.2323,0.8227,94.7692,51.4418,426.4190,344.1488,29.5225,0.9962
73.200000,30.1780,0.8330,176.4489,195.9451,353.7215,144.6960,29.6648,0.9944
73.300000,30.1180,0.8446,66.6432,30.5830,349.1093,156.4029,29.5478,0.9581
73.400000,30.0317,0.8494,172.5741,169.0152,260.8108,113.1689,29.2090,1.0133
73.500000,29.9948,0.8676,106.6728,91.8213,227.9917,74.8299,29.6482,1.0697
73.600000,29.9924,0.8663,110.7181,80.3372,373.2388,282.9618,29.9696,0.8534
73.700000,29.9342,0.8899,101.2993,96.5806,281.2716,95.0783,29.3812,1.1690
73.800000,29.8946,0.9154,72.5659,33.2833,265.8699,148.9914,29.5202,1.2709
73.900000,29.8634,0.9357,135.3410,126.4007,234.7298,90.0342,29.5672,1.1839
74.000000,29.7861,0.9680,61.4743,29.3351,281.6360,84.0947,29.0489,1.3319
74.100000,29.7012,1.0109,110.2516,96.2616,356.7180,229.5800,28.8970,1.5407
74.200000,29.6540,1.0398,63.7662,44.7678,264.9085,68.7981,29.2059,1.3215
74.300000,29.6158,1.0721,107.4756,83.8069,256.0660,151.2896,29.2501,1.3947
74.400000,29.5327,1.0974,93.1205,78.1209,252.4311,65.7882,28.7432,1.3554
74.500000,29.4886,1.1370,68.9398,42.4548,262.4457,71.4533,29.0706,1.5398
74.600000,29.4778,1.1582,86.4586,69.0611,294.4690,149.2784,29.3727,1.3663
74.700000,29.4237,1.1976,53.0401,23.7780,227.6088,23.4119,28.9089,1.6365
74.800000,29.3631,1.2223,99.8328,78.6365,233.7804,125.0564,28.7875,1.4991
74.900000,29.3299,1.2517,50.9208,22.1165,221.8561,33.3103,29.0114,1.5528
75.000000,29.2864,1.2913,75.3549,56.4884,248.8506,57.6631,28.8732,1.6867
75.100000,29.2129,1.3381,57.7250,31.4194,281.3222,125.8670,28.5150,1.8231
75.200000,29.1647,1.3725,70.6311,49.7756,205.3659,15.2712,28.7031,1.7436
75.300000,29.1380,1.3981,79.9600,57.1769,212.7705,85.4964,28.8869,1.6424
75.400000,29.0797,1.4326,47.1883,18.6272,217.3552,28.0932,28.5263,1.7961
75.500000,29.0440,1.4429,71.9510,53.5763,257.7360,98.3506,28.7019,1.5501
75.600000,29.0368,1.4495,42.5988,8.2189,243.0747,102.5898,28.9705,1.5203
75.700000,29.0089,1.4767,71.8040,54.4831,198.0659,7.3077,28.7430,1.7551
75.800000,28.9623,1.5177,47.1832,13.4490,209.9859,84.2771,28.5180,1.9166
75.900000,28.9318,1.5385,48.9523,26.6449,225.3250,44.2940,28.6427,1.7408
76.000000,28.8842,1.5520,55.1751,32.7804,246.2504,87.6359,28.4313,1.6859
76.100000,28.8186,1.5834,45.9448,17.7627,212.7899,30.7270,28.1932,1.8896
76.200000,28.7744,1.5776,66.6426,47.9847,184.4520,10.9122,28.3570,1.5244
76.300000,28.7668,1.5930,39.2394,5.0328,193.6282,65.5936,28.6941,1.7414
76.400000,28.7302,1.5987,56.7206,40.0439,232.8665,42.1362,28.3816,1.6535
76.500000,28.7111,1.6230,42.8405,12.8655,217.2951,77.6680,28.5311,1.8579
76.600000,28.7073,1.6275,49.0016,23.7536,197.1429,27.4591,28.6720,1.6781
76.700000,28.6629,1.6336,47.6997,20.8032,179.9685,18.9067,28.2403,1.6934
76.800000,28.6117,1.6663,36.7991,5.8291,211.8478,56.2627,28.1273,1.9852
76.900000,28.5987,1.6902,48.8066,30.3986,224.8557,37.7826,28.4757,1.9295
77.000000,28.5701,1.6931,35.1857,2.4727,203.5532,57.2977,28.2973,1.7241
77.100000,28.5160,1.7239,49.2210,25.0218,198.8603,26.2965,28.0040,2.0255
77.200000,28.4999,1.7214,38.7164,9.2775,176.5392,11.6752,28.3467,1.6987
77.300000,28.5171,1.7362,43.7424,17.6718,210.2922,57.8652,28.6796,1.8792
77.400000,28.4926,1.7272,40.9244,17.2391,211.7643,29.0026,28.2587,1.6488
77.500000,28.4736,1.7437,37.0810,5.1884,196.3932,49.9066,28.2919,1.8997
77.600000,28.4736,1.7479,43.6274,19.5750,176.3707,4.5341,28.4723,1.7934
77.700000,28.4436,1.7662,34.1734,5.3263,182.5725,14.2451,28.1598,1.9498
77.800000,28.4004,1.7942,41.8974,15.8867,210.3059,51.9788,27.9885,2.0641
77.900000,28.3908,1.7986,30.5812,3.3865,206.1690,19.7862,28.2982,1.8503
78.000000,28.3804,1.8133,39.3962,8.3129,180.2070,41.7833,28.2829,1.9546
78.100000,28.3448,1.8396,36.4885,10.8380,180.0165,4.8442,28.0060,2.0899
78.200000,28.3160,1.8386,36.7828,6.8095,185.5504,36.2636,28.0403,1.8316
78.300000,28.3337,1.8572,36.8965,12.5117,196.1578,42.5307,28.5034,2.0367
78.400000,28.3223,1.8698,29.5984,2.2031,197.6276,19.1277,28.2136,1.9923
78.500000,28.2985,1.8807,40.2271,12.1352,168.1389,20.5847,28.0714,1.9854
78.600000,28.2963,1.8884,30.9708,5.5144,179.6060,9.2604,28.2778,1.9624
78.700000,28.2801,1.9056,36.6345,8.9204,175.9407,29.2695,28.1258,2.0688
78.800000,28.2359,1.9367,28.4870,3.4235,207.4773,30.4599,27.8145,2.2337
78.900000,28.2083,1.9342,32.3018,2.8774,178.7557,24.1086,27.9465,1.9111
79.000000,28.2087,1.9381,35.6929,7.4211,163.4459,15.9593,28.2130,1.9737
79.100000,28.1930,1.9593,30.6244,4.3873,184.1262,14.0169,28.0433,2.1632
79.200000,28.1800,1.9607,34.9982,8.6898,177.9769,27.3574,28.0572,1.9751
79.300000,28.2045,1.9546,26.6525,2.0361,196.7434,29.9463,28.4379,1.8996
79.400000,28.1942,1.9690,35.5257,8.4142,164.7478,12.2625,28.0977,2.1053
79.500000,28.1597,1.9697,31.4578,4.2744,174.7821,13.8589,27.8315,1.9755
79.600000,28.1566,1.9685,31.1611,5.6563,176.4593,10.2049,28.1269,1.9578
79.700000,28.1480,1.9748,30.1251,2.5364,181.6918,35.7374,28.0660,2.0344
79.800000,28.1170,1.9949,27.0006,1.0549,192.7900,28.6972,27.8220,2.1876
79.900000,28.1030,2.0017,33.6535,6.4182,164.6063,10.2733,27.9702,2.0663
80.000000,28.1088,1.9871,49.6137,13.8103,167.5828,10.2760,28.1637,1.8491
